% Model,gmshNewMeshX10Dif.mph
0,0.006702,0.031065,0
0,0.007275,0.035012,0
0.005735,0.023354,0,0
0.005672,0.021722,0.005772,0
0,0.023569,0.005138,0
0.003316,0.023712,0.00333,0
0.003171,0.029203,0,0
0,0.029243,0.003232,0
0,0.03159,0,0
0,0.02659,0.00684,0
0.008449,0.024772,0,0
0.0061,0.026857,0,0
0.01728,0.017183,0.004521,0
0.019616,0.018174,0,0
0.010817,0.022242,0.004726,0
0.016942,0.022851,0,0
0.011918,0.024312,0,0
0.009844,0.027988,0,0
0.04409,0,0.004779,0
0.045358,0.005165,0,0
0.048615,0,0,0
0.023425,0.013941,0.005051,0
0.023288,0.016449,0,0
0.024624,0.011734,0,0
0.02477,0.008457,0.004463,0
0.029709,0.011051,0,0
0.027513,0.016493,0,0
0.026784,0.005218,0.012004,0
0.028309,0,0.014574,0
0.033358,0,0.01131,0
0.022851,0,0.016942,0
0.028132,0,0.020667,0
0.031065,0,0.006702,0
0.035012,0,0.007275,0
0.028891,0.006876,0.00689,0
0.031021,0.006735,0,0
0.035556,0.009233,0,0
0.037486,0.007032,0.006868,0
0.039037,0,0.008839,0
0.045382,0,0.010612,0
0.041433,0.009257,0,0
0.015894,0.013002,0.007351,0
0.015917,0.008173,0.014914,0
0.021076,0.005788,0.013524,0
0.020845,0,0.012699,0
0.003496,0.03375,0,0
0,0.033965,0.003345,0
0,0.036465,0,0
0.003882,0.03882,0,0
0,0.039106,0.004594,0
0,0.042101,0,0
0.004437,0.019203,0.015704,0
0,0.020915,0.013877,0
0,0.019616,0.018174,0
0.005141,0.019524,0.010669,0
0,0.021151,0.010754,0
0,0.024624,0.011734,0
0,0.023288,0.016449,0
0.009233,0,0.035556,0
0,0.004779,0.04409,0
0,0,0.048615,0
0,0.005761,0.051366,0
0.005165,0,0.045358,0
0.006082,0,0.052381,0
0,0,0.056146,0
0.005618,0.012291,0.026945,0
0,0.016942,0.022851,0
0,0.014574,0.028309,0
0,0.020667,0.028132,0
0.021966,0,0.023773,0
0.019308,0.00766,0.02239,0
0.016493,0,0.027513,0
0.014677,0.007218,0.028247,0
0.01586,0,0.033233,0
0.008721,0.00872,0.032787,0
0.009257,0,0.041433,0
0.005582,0.006416,0.037662,0
0,0.008839,0.039037,0
0,0.01131,0.033358,0
0,0.017545,0.03351,0
0,0.014406,0.038742,0
0.021956,0,0.030625,0
0.028212,0,0.027329,0
0.006783,0.02864,0.006824,0
0.006702,0.031065,0,0
0,0.031021,0.006735,0
0,0.029709,0.011051,0
0,0.035556,0.009233,0
0.02239,0.019308,0.008638,0
0.023773,0.021966,0,0
0.01131,0.033358,0,0
0.007275,0.035012,0,0
0.013181,0.030988,0.006147,0
0.014574,0.028309,0,0
0.017545,0.03351,0,0
0.020667,0.028132,0,0
0.027329,0.028212,0,0
0.018427,0.028363,0.00968,0
0.024051,0.033942,0,0
0,0.023773,0.021966,0
0.00766,0.02239,0.019308,0
0,0.027513,0.016493,0
0.006396,0.024019,0.026434,0
0.008501,0.016494,0.022438,0
0,0.027329,0.028212,0
0,0.024051,0.033942,0
0,0.006796,0.059801,0
0.007004,0,0.060416,0
0,0,0.064852,0
0,0.007998,0.069475,0
0.03351,0,0.017545,0
0.033432,0.006475,0.014427,0
0.033942,0,0.024051,0
0.038742,0,0.014406,0
0.039327,0,0.020748,0
0.051366,0,0.005761,0
0.052381,0.006082,0,0
0.056146,0,0,0
0.059801,0,0.006796,0
0.045713,0,0.01743,0
0.044816,0.009983,0.009453,0
0.052759,0,0.012516,0
0.047241,0.012451,0,0
0.029159,0.014929,0.007783,0
0.033233,0.01586,0,0
0.039902,0.014845,0,0
0.030625,0.021956,0,0
0.037707,0.021154,0,0
0.028283,0.00976,0.018538,0
0.035836,0.013052,0.012809,0
0.007978,0,0.069884,0
0,0,0.074917,0
0.006868,0.037486,0.007032,0
0.008839,0.039037,0,0
0.004779,0.04409,0,0
0,0.045358,0.005165,0
0,0.048615,0,0
0,0.041433,0.009257,0
0.014406,0.038742,0,0
0.010612,0.045382,0,0
0.005761,0.051366,0,0
0,0.052381,0.006082,0
0,0.056146,0,0
0.006796,0.059801,0,0
0,0.060416,0.007004,0
0,0.064852,0,0
0.007829,0.029289,0.014913,0
0,0.033233,0.01586,0
0,0.030625,0.021956,0
0,0.039902,0.014845,0
0,0.037707,0.021154,0
0.014845,0,0.039902,0
0.008933,0.009481,0.042278,0
0,0.010612,0.045382,0
0.008642,0.008705,0.05137,0
0,0.012516,0.052759,0
0.012451,0,0.047241,0
0.019859,0,0.044588,0
0.014876,0,0.056171,0
0.018311,0,0.050969,0
0.00917,0.017644,0.029023,0
0.018611,0.009654,0.035347,0
0.021154,0,0.037707,0
0.027863,0,0.035074,0
0.024149,0.012525,0.027202,0
0.008546,0.017658,0.038163,0
0,0.020748,0.039327,0
0,0.01743,0.045713,0
0,0.026917,0.039667,0
0,0.025287,0.046147,0
0.031363,0.009164,0.033227,0
0.034763,0,0.031204,0
0.039667,0,0.026917,0
0.037578,0.010121,0.023938,0
0.046147,0,0.025287,0
0,0.035074,0.027863,0
0.012809,0.035836,0.013052,0
0.035074,0.027863,0,0
0.031204,0.034763,0,0
0.028167,0.024657,0.013437,0
0.023938,0.037578,0.01088,0
0.020748,0.039327,0,0
0.026917,0.039667,0,0
0.025287,0.046147,0,0
0.013437,0.028167,0.024657,0
0.009752,0.026436,0.033834,0
0,0.031204,0.034763,0
0.043608,0,0.034762,0
0.035207,0,0.040124,0
0.02732,0,0.04281,0
0,0.021004,0.054527,0
0.011527,0.011357,0.060875,0
0,0.015198,0.0623,0
0.013843,0,0.064789,0
0,0.024644,0.063985,0
0.01118,0.011347,0.073088,0
0.009396,0,0.080691,0
0,0.018227,0.073255,0
0,0.009547,0.080416,0
0,0,0.086551,0
0,0.009189,0.09084,0
0.009111,0,0.090807,0
0,0,0.1,0
0.010929,0.010929,0.1,0
0,0.014735,0.1,0
0.014735,0,0.1,0
0.064852,0,0,0
0.069475,0,0.007998,0
0.060416,0.007004,0,0
0.069884,0.007978,0,0
0.074917,0,0,0
0.047499,0.010307,0.019842,0
0.056042,0.009647,0.009363,0
0.054527,0,0.021004,0
0.056171,0.014876,0,0
0.064789,0.013843,0,0
0.0623,0,0.015198,0
0.080416,0,0.009547,0
0.080691,0.009396,0,0
0.086551,0,0,0
0.09084,0,0.009189,0
0.090807,0.009111,0,0
0.1,0,0,0
0.064198,0.02193,0,0
0.1,0.010929,0.010929,0
0.1,0,0.014735,0
0.1,0.014735,0,0
0.050969,0.018311,0,0
0.044588,0.019859,0,0
0.048775,0.019291,0.009833,0
0.040149,0.024327,0.011468,0
0.04281,0.02732,0,0
0.040124,0.035207,0,0
0.050244,0.033924,0,0
0.05439,0.023915,0,0
0.047797,0.010911,0.030807,0
0.053999,0,0.030962,0
0.086664,0,0.021384,0
0.1,0.012318,0.022594,0
0.1,0,0.030193,0
0.087074,0,0.037806,0
0.02193,0,0.064198,0
0.023915,0,0.05439,0
0.017425,0,0.073274,0
0,0.074917,0,0
0,0.086551,0,0
0,0.080691,0.009396,0
0.009547,0.080416,0,0
0.009189,0.09084,0,0
0,0.090807,0.009111,0
0,0.1,0,0
0.010929,0.1,0.010929,0
0.014735,0.1,0,0
0,0.1,0.014735,0
0,0.047241,0.012451,0
0,0.056171,0.014876,0
0.009453,0.044816,0.009983,0
0.019365,0.046466,0.009833,0
0.01743,0.045713,0,0
0.021004,0.054527,0,0
0.012516,0.052759,0,0
0.010926,0.061905,0.010869,0
0.015198,0.0623,0,0
0,0.064789,0.013843,0
0,0.069884,0.007978,0
0.007998,0.069475,0,0
0.018227,0.073255,0,0
0,0.073274,0.017425,0
0.024644,0.063985,0,0
0,0.034762,0.043608,0
0.011468,0.040149,0.024327,0
0.009001,0.047778,0.019083,0
0,0.044588,0.019859,0
0,0.050969,0.018311,0
0,0.05439,0.023915,0
0,0.064198,0.02193,0
0,0.04281,0.02732,0
0,0.040124,0.035207,0
0,0.050244,0.033924,0
0.052887,0,0.042109,0
0.023643,0.010274,0.045062,0
0.033924,0,0.050244,0
0.014976,0.015076,0.049742,0
0.032117,0.015706,0.040729,0
0.012731,0.02852,0.049787,0
0,0.030962,0.053999,0
0.043254,0.031461,0.020317,0
0.0144,0.035474,0.038183,0
0,0.046247,0.043003,0
0.035518,0.037915,0.014208,0
0.034762,0.043608,0,0
0.030962,0.053999,0,0
0.029773,0.048493,0.011302,0
0.042109,0.052887,0,0
0.041582,0.012273,0.051436,0
0.043003,0,0.046247,0
0.052534,0,0.05309,0
0.028888,0.014136,0.055306,0
0.032172,0,0.061641,0
0.04193,0,0.056804,0
0.051827,0,0.063516,0
0.021424,0,0.086795,0
0.012778,0.02972,0.063492,0
0,0.036854,0.063446,0
0.021627,0.021211,0.069703,0
0,0.030495,0.07462,0
0,0.021384,0.086664,0
0.015261,0.015267,0.083917,0
0.029386,0,0.07447,0
0,0.030193,0.1,0
0,0.037806,0.087074,0
0.012318,0.022594,0.1,0
0.022464,0.011865,0.1,0
0.030193,0,0.1,0
0.043436,0.047634,0.011602,0
0.046247,0.043003,0,0
0.05309,0.052534,0,0
0.056804,0.04193,0,0
0.049315,0.062791,0,0
0.073255,0,0.018227,0
0.063985,0,0.024644,0
0.07462,0,0.030495,0
0.068279,0.013078,0.013981,0
0.073274,0.017425,0,0
0.063446,0,0.036854,0
0.062791,0,0.049315,0
0.059088,0.015204,0.033323,0
0.0546,0.018153,0.018032,0
0.080019,0.019476,0.019411,0
0.061641,0.032172,0,0
0.067935,0.027586,0.012879,0
0.086795,0.021424,0,0
0.07447,0.029386,0,0
0.084542,0.039296,0,0
0.067923,0.04099,0,0
0.1,0.022464,0.011865,0
0.1,0.030193,0,0
0.1,0.038301,0.013716,0
0.1,0.04641,0,0
0.086452,0.055765,0,0
0.1,0.054918,0.014378,0
0.1,0.063424,0,0
0.063516,0.051827,0,0
0.056338,0.035621,0.016452,0
0.075617,0.015966,0.035067,0
0.074706,0,0.043963,0
0.087074,0,0.05262,0
0.1,0.027114,0.029908,0
0.1,0.014093,0.03934,0
0.1,0,0.04641,0
0.1,0.014223,0.055227,0
0.1,0,0.063424,0
0.033469,0.012307,0.06864,0
0.04099,0,0.067923,0
0.039296,0,0.084542,0
0.038301,0.013716,0.1,0
0.04641,0,0.1,0
0.050408,0,0.074834,0
0.055765,0,0.086452,0
0.054918,0.014378,0.1,0
0.063424,0,0.1,0
0,0.086795,0.021424,0
0.021384,0.086664,0,0
0.01372,0.085396,0.013647,0
0,0.07447,0.029386,0
0.030495,0.07462,0,0
0.030193,0.1,0,0
0.037806,0.087074,0,0
0.022594,0.1,0.012318,0
0.011865,0.1,0.022464,0
0,0.1,0.030193,0
0.03934,0.1,0.014093,0
0.04641,0.1,0,0
0.05262,0.087074,0,0
0.016787,0.053517,0.016514,0
0,0.061641,0.032172,0
0.018575,0.071971,0.018611,0
0.036854,0.063446,0,0
0.033686,0.058862,0.016828,0
0.043963,0.074706,0,0
0,0.042109,0.052887,0
0.013316,0.042126,0.05002,0
0,0.049315,0.062791,0
0,0.05309,0.052534,0
0.014848,0.053125,0.031676,0
0,0.056804,0.04193,0
0,0.067923,0.04099,0
0,0.084542,0.039296,0
0.013716,0.1,0.038301,0
0,0.1,0.04641,0
0,0.043963,0.074706,0
0.081862,0.017668,0.062159,0
0.074342,0,0.057663,0
0.072119,0,0.069018,0
0.062935,0,0.060835,0
0.084802,0,0.071097,0
0.067486,0.020304,0.04892,0
0.056518,0.014283,0.058597,0
0.062204,0,0.072995,0
0.019641,0.041597,0.06244,0
0.043415,0.021689,0.064745,0
0.03606,0.024425,0.08306,0
0.046005,0.027988,0.1,0
0.016876,0.03593,0.079802,0
0,0.05262,0.087074,0
0.014093,0.03934,0.1,0
0,0.04641,0.1,0
0.027114,0.029908,0.1,0
0,0.063424,0.1,0
0,0.071097,0.084802,0
0.014223,0.055227,0.1,0
0.063424,0.1,0,0
0.071097,0.084802,0,0
0.055227,0.1,0.014223,0
0.058597,0.056518,0.01527,0
0.074834,0.050408,0,0
0.072995,0.062204,0,0
0.060835,0.062935,0,0
0.064316,0.071719,0.015543,0
0.057663,0.074342,0,0
0.069018,0.072119,0,0
0.048859,0.069745,0.020131,0
0.1,0.081274,0,0
0.086631,0.086646,0,0
0.083671,0.07272,0,0
0.1,0.072349,0.015096,0
0.071872,0.1,0.013461,0
0.081274,0.1,0,0
0.064799,0.1,0.024945,0
0.1,0.086738,0.013417,0
0.086609,0.1,0.01328,0
0.1,0.1,0,0
0.072824,0.047858,0.020716,0
0.083738,0.036226,0.024877,0
0.081654,0.063018,0.015961,0
0.1,0.046005,0.027988,0
0.1,0.06395,0.027716,0
0.082038,0.031276,0.0425,0
0.1,0.039012,0.039508,0
0.1,0.029156,0.049297,0
0.072349,0.015096,0.1,0
0.07272,0,0.083671,0
0.081274,0,0.1,0
0.086646,0,0.086631,0
0.1,0.013461,0.071872,0
0.1,0,0.081274,0
0.1,0.024945,0.064799,0
0.1,0.01328,0.086609,0
0.086738,0.013417,0.1,0
0.1,0,0.1,0
0.080527,0.03476,0.059438,0
0.075921,0.02041,0.081056,0
0.056128,0.018212,0.079241,0
0.06395,0.027716,0.1,0
0.016346,0.079037,0.034818,0
0,0.074834,0.050408,0
0,0.086452,0.055765,0
0.034534,0.082457,0.020086,0
0.049297,0.1,0.029156,0
0.029908,0.1,0.027114,0
0.014378,0.1,0.054918,0
0,0.1,0.063424,0
0.014697,0.056309,0.058221,0
0,0.060835,0.062935,0
0,0.072995,0.062204,0
0,0.069018,0.072119,0
0,0.057663,0.074342,0
0,0.063516,0.051827,0
0.019026,0.068942,0.049256,0
0.039508,0.1,0.039012,0
0.027988,0.1,0.046005,0
0.021419,0.053879,0.079883,0
0.048735,0.036182,0.084402,0
0.039012,0.039508,0.1,0
0.055548,0.039496,0.1,0
0.029156,0.049297,0.1,0
0.03715,0.041333,0.072573,0
0.017431,0.081755,0.063988,0
0,0.083671,0.07272,0
0.015096,0.1,0.072349,0
0,0.1,0.081274,0
0,0.086631,0.086646,0
0.027716,0.1,0.06395,0
0.020818,0.073584,0.0817,0
0.013461,0.071872,0.1,0
0,0.081274,0.1,0
0.024945,0.064799,0.1,0
0.013417,0.1,0.086738,0
0.01328,0.086609,0.1,0
0,0.1,0.1,0
0.078459,0.080505,0.01976,0
0.056902,0.082241,0.033087,0
0.05202,0.1,0.047246,0
0.065993,0.1,0.039569,0
0.1,0.08344,0.03016,0
0.081605,0.1,0.028314,0
0.1,0.1,0.019245,0
0.1,0.055548,0.039496,0
0.074441,0.048166,0.048007,0
0.082849,0.063884,0.041054,0
0.1,0.072145,0.039137,0
0.1,0.047246,0.05202,0
0.1,0.064933,0.050604,0
0.1,0.039569,0.065993,0
0.08344,0.03016,0.1,0
0.1,0.028314,0.081605,0
0.1,0.019245,0.1,0
0.079342,0.048402,0.070107,0
0.066234,0.034912,0.084025,0
0.072145,0.039137,0.1,0
0.032279,0.08173,0.045622,0
0.049136,0.074398,0.049423,0
0.039496,0.1,0.055548,0
0.040836,0.059318,0.080984,0
0.058137,0.049262,0.077985,0
0.064933,0.050604,0.1,0
0.047246,0.05202,0.1,0
0.039569,0.065993,0.1,0
0.032032,0.084067,0.073327,0
0.050604,0.1,0.064933,0
0.039137,0.1,0.072145,0
0.03016,0.1,0.08344,0
0.028314,0.081605,0.1,0
0.019245,0.1,0.1,0
0.071577,0.079362,0.048217,0
0.06574,0.1,0.056565,0
0.1,0.082181,0.049783,0
0.082996,0.1,0.048456,0
0.1,0.1,0.03886,0
0.083601,0.062984,0.059528,0
0.1,0.056565,0.06574,0
0.1,0.070865,0.062938,0
0.082181,0.049783,0.1,0
0.1,0.048456,0.082996,0
0.1,0.03886,0.1,0
0.078165,0.062686,0.08251,0
0.056565,0.06574,0.1,0
0.070865,0.062938,0.1,0
0.048552,0.078688,0.071352,0
0.057138,0.066672,0.082113,0
0.062938,0.1,0.070865,0
0.048456,0.082996,0.1,0
0.049783,0.1,0.082181,0
0.03886,0.1,0.1,0
0.080797,0.080768,0.077469,0
0.1,0.084182,0.069305,0
0.080647,0.1,0.068615,0
0.1,0.1,0.058853,0
0.1,0.068615,0.080647,0
0.084182,0.069305,0.1,0
0.1,0.058853,0.1,0
0.068615,0.080647,0.1,0
0.069305,0.1,0.084182,0
0.058853,0.1,0.1,0
0.085202,0.1,0.08507,0
0.1,0.08507,0.085202,0
0.08507,0.085202,0.1,0
0.1,0.1,0.07923,0
0.1,0.07923,0.1,0
0.07923,0.1,0.1,0
0.1,0.1,0.1,0
0.003131,0.001786,0.001477,0
0.003517,0.001268,0.00175,0
0.001484,0.002928,0.001875,0
0.00195,0.002011,0.002688,0
0.001453,0.003916,0.001527,0
0.00131,0.002342,0.0031,0
0.002428,0.002526,0.002097,0
0.002005,0.002499,0.003866,0
0.004055,0.001936,0.002015,0
0.003351,0.002546,0.00197,0
0.003321,0.002323,0.002958,0
0.002069,0.003385,0.0027,0
0.002994,0.003583,0.002119,0
0.003055,0.003089,0.004869,0
0.003217,0.005479,0.003364,0
0.006585,0.002658,0.002708,0
0.002773,0.007022,0.002817,0
0.003916,0.004072,0.004004,0
0.006002,0.004424,0.003747,0
0.003456,0.004285,0.005917,0
0.002817,0.002773,0.007022,0
0.004317,0.007244,0.004485,0
0.008459,0.00455,0.004515,0
0.005413,0.005724,0.005952,0
0.004566,0.00455,0.008562,0
0.005529,0.009177,0.005557,0
0.008492,0.006919,0.007075,0
0.014066,0.005769,0.005865,0
0.006729,0.006657,0.009814,0
0.005762,0.005863,0.014189,0
0.009493,0.009493,0.009493,0
0.01124,0.012705,0.00688,0
0.014385,0.008729,0.009835,0
0.007048,0.016021,0.007038,0
0.009296,0.009153,0.014307,0
0.011493,0.014964,0.010922,0
0.015823,0.019915,0.009731,0
0.023143,0.009955,0.009974,0
0.009974,0.023143,0.009955,0
0.008173,0.014914,0.015917,0
0.012755,0.011934,0.018271,0
0.009955,0.009974,0.023143,0
0.017071,0.017071,0.017071,0
0.014783,0.02515,0.0163,0
0.02445,0.015601,0.015145,0
0.014112,0.021078,0.022333,0
0.016343,0.014887,0.025366,0
0.020149,0.032611,0.017782,0
0.02371,0.02337,0.023816,0
0.037544,0.021791,0.023883,0
0.017787,0.020675,0.035577,0
0.027637,0.02037,0.032787,0
0.038632,0.024476,0.0356,0
0.023853,0.039124,0.023844,0
0.031592,0.030955,0.021915,0
0.026378,0.030839,0.034551,0
0.047486,0.02093,0.043082,0
0.050815,0.02846,0.029504,0
0.028321,0.02818,0.050032,0
0.046511,0.048921,0.023964,0
0.043038,0.033926,0.050938,0
0.030213,0.031638,0.06411,0
0.038356,0.036534,0.036049,0
0.02286,0.049995,0.044318,0
0.032275,0.050655,0.031277,0
0.05799,0.034373,0.045747,0
0.066722,0.030484,0.030746,0
0.061207,0.047586,0.035107,0
0.030528,0.068428,0.032493,0
0.049991,0.061687,0.036248,0
0.065593,0.030328,0.067097,0
0.052168,0.041128,0.063844,0
0.033886,0.051337,0.058191,0
0.048562,0.048562,0.048562,0
0.036028,0.059143,0.044351,0
0.067097,0.065593,0.030328,0
0.061725,0.060752,0.049847,0
0.030328,0.067097,0.065593,0
0.04986,0.060979,0.063361,0
0.067571,0.067571,0.067571,0
